htid,recordid,locnum,author,datetype,startdate,enddate,textdate,subjects,genres,title
uc1.b3134724,001876014,<blank>,<blank>,s,1901,    ,1901,"Names, Geographical",UnknownGenre,Second report of the United States Board on geographic names. 1890-1899
uc1.$b554435,001876015,<blank>,<blank>,s,1907,    ,1907,"Names, Geographical",UnknownGenre,Third report of the United States Board on geographic names. 1890-1906
mdp.39015078276907,001876016,<blank>,<blank>,s,1921,    ,1921,"Names, Geographical",UnknownGenre,Fifth report of the United States Geographic board 1890 to 1920
uc1.$b554437,001876016,<blank>,<blank>,s,1921,    ,1921,"Names, Geographical",UnknownGenre,Fifth report of the United States Geographic board 1890 to 1920
mdp.39015080202222,001902607,<blank>,<blank>,s,1914,    ,1914,Encyclopedias and dictionaries;Dictionaries;English language,UnknownGenre,The Century dictionary;
mdp.39015080202370,001902607,<blank>,<blank>,s,1914,    ,1914,Encyclopedias and dictionaries;Dictionaries;English language,UnknownGenre,The Century dictionary;
mdp.39015080202362,001902607,<blank>,<blank>,s,1914,    ,1914,Encyclopedias and dictionaries;Dictionaries;English language,UnknownGenre,The Century dictionary;
mdp.39015080202065,001902607,<blank>,<blank>,s,1914,    ,1914,Encyclopedias and dictionaries;Dictionaries;English language,UnknownGenre,The Century dictionary;
inu.30000115283990,001902607,<blank>,<blank>,s,1914,    ,1914,Encyclopedias and dictionaries;Dictionaries;English language,UnknownGenre,The Century dictionary;
mdp.39015031023784,001902690,<blank>,"Soule, Richard,",s,1914,    ,1914,Synonyms and antonyms;English language,UnknownGenre,A dictionary of English synonymes and synonymous or parallel expressions designed as a practical guide to aptness and variety of phraseology
mdp.39015002150491,001902732,<blank>,"Wright, Joseph,",s,1905,    ,1905,<blank>,UnknownGenre,"The English dialect grammar, comprising the dialects of England, of the Shetland and Orkney Islands, and of those parts of Scotland, Ireland & Wales where English is habitually spoken"
mdp.39015011050450,001902732,<blank>,"Wright, Joseph,",s,1905,    ,1905,<blank>,UnknownGenre,"The English dialect grammar, comprising the dialects of England, of the Shetland and Orkney Islands, and of those parts of Scotland, Ireland & Wales where English is habitually spoken"
mdp.39015007886065,001958956,ML410.M41B3,"Massenet, Jules,",s,1919,    ,1919,IsBiographical,NotFiction;Autobiography,My recollections
mdp.39015069772864,001996512,<blank>,"Davey, F. Hamilton",s,1909,    ,1909,England;Botany,UnknownGenre,Flora of Cornwall
uc1.b4314651,001996512,<blank>,"Davey, F. Hamilton",s,1909,    ,1909,England;Botany,UnknownGenre,Flora of Cornwall
uc1.b4313380,002001236,<blank>,<blank>,s,1903,    ,1903,Conifers,UnknownGenre,"Hand-list of Coniferæ, grown in the Royal botanic gardens"
mdp.39015031657698,002016167,<blank>,"Barten, John.",s,1911,    ,1911,<blank>,UnknownGenre,"A complete nautical pocket dictionary, English-German and German-English"
mdp.39015018420847,002023195,<blank>,"Allen, James T.",s,1906,    ,1906,Patents;United States;Caloric engines;Internal combustion engines;Air-engines,UnknownGenre,"Digest of United States patents of air, caloric, gas, and oil engines, 1789-1905"
mdp.39015018420821,002023195,<blank>,"Allen, James T.",s,1906,    ,1906,Patents;United States;Caloric engines;Internal combustion engines;Air-engines,UnknownGenre,"Digest of United States patents of air, caloric, gas, and oil engines, 1789-1905"
mdp.39015072194858,002071852,<blank>,"Waller, Joseph R.",m,1905,1907,1905,<blank>,UnknownGenre,English-German and German-English medical dictionary
mdp.39015072195749,002071852,<blank>,"Waller, Joseph R.",m,1905,1907,1905,<blank>,UnknownGenre,English-German and German-English medical dictionary
mdp.39015050663254,002240471,<blank>,"Hunter, Robert,",s,1901,    ,1901,Encyclopedias and dictionaries;Dictionaries;English language,UnknownGenre,The imperial encyclopaedic dictionary;
mdp.39015050663262,002240471,<blank>,"Hunter, Robert,",s,1901,    ,1901,Encyclopedias and dictionaries;Dictionaries;English language,UnknownGenre,The imperial encyclopaedic dictionary;
mdp.39015050663270,002240471,<blank>,"Hunter, Robert,",s,1901,    ,1901,Encyclopedias and dictionaries;Dictionaries;English language,UnknownGenre,The imperial encyclopaedic dictionary;
mdp.39015050663296,002240471,<blank>,"Hunter, Robert,",s,1901,    ,1901,Encyclopedias and dictionaries;Dictionaries;English language,UnknownGenre,The imperial encyclopaedic dictionary;
mdp.39015050663304,002240471,<blank>,"Hunter, Robert,",s,1901,    ,1901,Encyclopedias and dictionaries;Dictionaries;English language,UnknownGenre,The imperial encyclopaedic dictionary;
mdp.39015050663312,002240471,<blank>,"Hunter, Robert,",s,1901,    ,1901,Encyclopedias and dictionaries;Dictionaries;English language,UnknownGenre,The imperial encyclopaedic dictionary;
mdp.39015019592768,002433609,<blank>,<blank>,s,1908,    ,1908,Wills;Genealogy;Cornwall (England : County);Cornwall;Devon;England;Devon (England),NotFiction,"Calendars of wills and administrations relating to the counties of Devon and Cornwall, proved in the court of the principal registry of the bishop of Exeter, 1559-1799. And of Devon only, proved in the court of the archdeacontry of Exeter, 1540-1799. All now preserved in the Probate Registry at Exeter"
mdp.39015024233465,002558911,LB1574.V5,<blank>,s,1922,    ,1922,Orthography and spelling;English language,Bibliographies;NotFiction,Graded word list for rural and elementary schools
mdp.39015029973313,002724628,<blank>,"Abdullah,",s,1918,    ,1918,"History;1781-1826;Sir;Malacca (Malacca);Singapore;Raffles, Thomas Stamford",NotFiction,The autobiography of Munshi Abdullah
uc1.b3364078,002972384,CS2377.U6,<blank>,s,1920,    ,1920,"Nicknames;Names, Personal",NotFiction,A list of Christian names
uiug.30112046984149,002972384,CS2377.U6,<blank>,s,1920,    ,1920,"Nicknames;Names, Personal",NotFiction,A list of Christian names
mdp.39015071199619,003109282,<blank>,<blank>,m,1903,1907,1903-1907,Ojibwa language;Ojibwa;Dictionaries;English;English language,NotFiction;Dictionary,A Cheap and concise dictionary of the Ojibway and English languages
mdp.39015071199627,003109282,<blank>,<blank>,m,1903,1907,1903-1907,Ojibwa language;Ojibwa;Dictionaries;English;English language,NotFiction;Dictionary,A Cheap and concise dictionary of the Ojibway and English languages
mdp.39015071546363,003140832,E462.2.A19A7,"Aubin, Joshua Harris,",s,1906,    ,1906,"Civil War, 1861-1865;History;United States;Societies, etc;Military Order of the Loyal Legion of the United States",NotFiction,Register of the Military order of the loyal legion of the United States;
nyp.33433082377825,003156767,<blank>,"Sage, Charles H.",s,1903,    ,1903,"Sage, Charles H",NotFiction,Autobiography of Rev. Charles H. Sage
mdp.39015071239357,003932694,QK629 A4K3,"Kauffman, C. H.",s,1918,    ,1918,Agaricaceae,NotFiction,The Agaricaceae of Michigan
mdp.39015071165685,003936847,HD2769.S9A5 1911a,<blank>,q,1911,    ,1911-1912,American Sugar Refining Company,NotFiction,Hearings held before the Special Committee on the Investigation of the American Sugar Refining Co. and others
mdp.39015071165693,003936847,HD2769.S9A5 1911a,<blank>,q,1911,    ,1911-1912,American Sugar Refining Company,NotFiction,Hearings held before the Special Committee on the Investigation of the American Sugar Refining Co. and others
mdp.49015001441345,004529629,<blank>,"Goethe, Johann Wolfgang von,",s,1902,    ,1902,<blank>,NotFiction,Truth and fiction relating to my life
mdp.39015058246995,004701377,YA 24655,<blank>,s,1906,    ,1906,"Pictorial works;American School of Osteopathy (Kirksville, Mo.)",NotFiction,Pictorial souvenir of the American School of Osteopathy
mdp.39015062777811,005108131,<blank>,<blank>,s,1908,    ,1908,<blank>,UnknownGenre,Qin ding da Qing hui dian
mdp.39015062778389,005108131,<blank>,<blank>,s,1908,    ,1908,<blank>,UnknownGenre,Qin ding da Qing hui dian
mdp.39015067242712,005421795,<blank>,"Harbottle, Thomas Benfield,",s,1909,    ,1909,"Quotations, Italian",NotFiction,Dictionary of quotations (Italian)
mdp.39015074681282,005662031,<blank>,<blank>,s,1915,    ,1915,"Law;Michigan;Laws, etc",NotFiction,Report of the Commissioners on the Compilation of the General Laws of this State
mdp.39015074681290,005662031,<blank>,<blank>,s,1915,    ,1915,"Law;Michigan;Laws, etc",NotFiction,Report of the Commissioners on the Compilation of the General Laws of this State
mdp.39015074029326,005668808,<blank>,"Tsutsui, Yaoju",s,1917,    ,1917,<blank>,UnknownGenre,Rinsho-iten.  Klinisches rezept-taschenbuch
wu.89083910174,005715234,TC10.C4,"Caspar, Carl Nicolaus Joseph Matthias,",s,1914,    ,1914,German language;Technology;German;English;English language;Dictionaries,NotFiction,"Caspar's technical dictionary, English-German and German-English;"
wu.89001319706,005720680,QK495.Q4L74,"Lillibridge, William Otis,",s,1910,    ,1910,Trees;White oak,NotFiction,Quercus alba
wu.89083915371,005735806,T353.B4,"Bennett, Charles A.",s,1908,    ,1908,Mechanical drawing,NotFiction,Problems in mechanical drawing
wu.89078560307,005739796,TA551.Y4,"Yeoman, Ray Cyrus,",s,1914,    ,1914,"Surveying;Curves and turnouts;Handbooks, manuals, etc;Railroads",NotFiction;Handbooks,Field manual for plane surveying and railroad curves
wu.89090515206,005744657,<blank>,"Lycett, John.",s,1918,    ,1918,<blank>,NotFiction,Aviation technical dictionary;
wu.89072270747,005755334,Z5055.U4C23 1914,<blank>,s,1914,    ,1914,Economic conditions;United States;Bibliography;Carnegie Institution of Washington;Dept. of Economics and Sociology,Bibliographies;NotFiction,Bibliography of the Department of economics and sociology of the Carnegie institution of Washington
wu.89094604444,005765545,BS2505.J67,"Jones, Rufus M.",s,1917,    ,1917,"the Apostle, Saint;Paul",NotFiction,"St. Paul, the hero"
wu.89094711157,005819007,<blank>,"Asquith, Margot,",m,1921,1922,1921-1922,<blank>,NotFiction,The autobiography of Margot Asquith
wu.89057248858,005822206,NK4310.H5,<blank>,s,1915,    ,1915,"Catalogs;Pottery, Spanish;Pottery;New York (State)",NotFiction;Catalog,Hispano-Moresque pottery in the collection of the Hispanic Society of America
uc1.b3244629,005822206,NK4310.H5,<blank>,s,1915,    ,1915,"Catalogs;Pottery, Spanish;Pottery;New York (State)",NotFiction;Catalog,Hispano-Moresque pottery in the collection of the Hispanic Society of America
yale.39002039587762,005822206,NK4310.H5,<blank>,s,1915,    ,1915,"Catalogs;Pottery, Spanish;Pottery;New York (State)",NotFiction;Catalog,Hispano-Moresque pottery in the collection of the Hispanic Society of America
wu.89100002021,005873284,D522.5.G7 Atlas,<blank>,s,1918,    ,1918,"World War, 1914-1918;Maps",NotFiction,Small atlas of the war
uc1.b4079393,005873303,Z6207.E8B86,<blank>,s,1922,    ,1922,"Bibliography;World War, 1914-1918;Subject headings;Catalogs, Subject",NotFiction,"Subject index of the books relating to the European war, 1914-1918"
uc1.32106002819628,005873303,Z6207.E8B86,<blank>,s,1922,    ,1922,"Bibliography;World War, 1914-1918;Subject headings;Catalogs, Subject",NotFiction,"Subject index of the books relating to the European war, 1914-1918"
wu.89098887268,005876937,<blank>,"Eytinge, Rose,",s,1905,    ,1905,"Theater;IsBiographical;1838-1911;Eytinge, Rose",NotFiction;Autobiography,The memories of Rose Eytinge
wu.89069243855,005909322,<blank>,<blank>,s,1909,    ,1909,"Campaign funds;Wisconsin;Elections, Primary, etc;Elections, Contested;Contested elections;United States;Senate;Primaries;Elections, Expenses",NotFiction,Senatorial primary investigation
wu.89069243863,005909322,<blank>,<blank>,s,1909,    ,1909,"Campaign funds;Wisconsin;Elections, Primary, etc;Elections, Contested;Contested elections;United States;Senate;Primaries;Elections, Expenses",NotFiction,Senatorial primary investigation
wu.89069243871,005909322,<blank>,<blank>,s,1909,    ,1909,"Campaign funds;Wisconsin;Elections, Primary, etc;Elections, Contested;Contested elections;United States;Senate;Primaries;Elections, Expenses",NotFiction,Senatorial primary investigation
wu.89069243889,005909322,<blank>,<blank>,s,1909,    ,1909,"Campaign funds;Wisconsin;Elections, Primary, etc;Elections, Contested;Contested elections;United States;Senate;Primaries;Elections, Expenses",NotFiction,Senatorial primary investigation
nyp.33433081774162,005909322,<blank>,<blank>,s,1909,    ,1909,"Campaign funds;Wisconsin;Elections, Primary, etc;Elections, Contested;Contested elections;United States;Senate;Primaries;Elections, Expenses",NotFiction,Senatorial primary investigation
nyp.33433081774170,005909322,<blank>,<blank>,s,1909,    ,1909,"Campaign funds;Wisconsin;Elections, Primary, etc;Elections, Contested;Contested elections;United States;Senate;Primaries;Elections, Expenses",NotFiction,Senatorial primary investigation
nyp.33433081774188,005909322,<blank>,<blank>,s,1909,    ,1909,"Campaign funds;Wisconsin;Elections, Primary, etc;Elections, Contested;Contested elections;United States;Senate;Primaries;Elections, Expenses",NotFiction,Senatorial primary investigation
wu.89038549465,005947215,SB457.D8,"Duncan, Frances,",s,1909,    ,1909,Juvenile literature;Gardening,NotFiction;Juvenile audience,When mother lets us garden;
wu.89038580338,005972574,<blank>,"Payne, Charles Harman.",s,1908,    ,1908,Bibliography;Floriculture;Gardening,NotFiction,The florist's bibliography
wu.89078586591,005972574,<blank>,"Payne, Charles Harman.",s,1908,    ,1908,Bibliography;Floriculture;Gardening,NotFiction,The florist's bibliography
inu.32000006720066,006030073,<blank>,<blank>,s,1922,    ,1922,"Territorial questions;Cilicia;Foreign relations;Syria;Turkey;Mandates;Armenia;World War, 1914-1918;Iraq",NotFiction,Report of American section of Inter-allied commission on mandates in Turkey
uc1.b4082573,006147824,<blank>,"Lalis, Antanas,",m,1910,1915,1910-1915,Lithuanian language;Lithuanian;Dictionaries;English;English language,NotFiction;Dictionary,Dictionary of the Lithuanian and English languages =
uc1.b4095491,006152345,<blank>,"Loring, Andrew,",s,1920,    ,1920,Versification;Dictionaries;Rhyme;English language,NotFiction;Directories,The rhymers' lexicon
uc1.b4141677,006165973,T834.C1G5,<blank>,s,1905,    ,1905,"Portland, Or;Lewis and Clark centennial exposition, 1905;Views",NotFiction,"Glimpses of the Lewis and Clark exposition, Portland, Oregon, and the golden West"
uc1.b4315094,006217007,<blank>,"Strachey, Richard,", ,1918,    ,1918,India;China;Botany;Kumaon;Garhwal (District);Tibet,UnknownGenre,Catalogue of the plants of Kumaon and of the adjacent portions of Garhwal and Tibet
uc1.b4513076,006254291,QH81.W75,"Woods, Charles Coke.",s,1913,    ,1913,Natural history;Outdoor books,NotFiction,In the beauty of meadow and mountain
uc1.b4530462,006258714,<blank>,"Montespan, Françoise-Athénaïs de Rochechouart de Mortemart,",s,1903,    ,1903,1638-1715;IsBiographical;King of France;France;XIV;Louis;Court and courtiers,NotFiction;Autobiography,Memoirs of Madame la Marquise de Montespan
njp.32101017969930,006523120,E90.G6G6,"Goodbird, Edward.",s,1914,    ,1914,"IsBiographical;Biography;Goodbird, Edward;Indians of North America;North Dakota;Hidatsa Indians;Social life and customs",NotFiction;Autobiography,Goodbird the Indian
nyp.33433076090954,006553689,U294.5.P6F7,"French, Allen,",s,1917,    ,1917,"Military Training Camp;Plattsburg, N.Y",NotFiction,At Plattsburg
nyp.33433082392659,006554288,LB1118.T4,"Thompson, Mary Breckinridge.",s,1918,    ,1918,"1914-1918;IsBiographical;Thompson, Breckinridge",Biography;NotFiction,"Breckie, his four years, 1914-1918"
nyp.33433066593785,006558879,SK31.W18,"Wallace, Harold Frank,",s,1908,    ,1908,Hunting,NotFiction,"Stalk abroad, being some account of the sport obtained during a two years' tour of the world"
nyp.33433066629415,006558912,SK33.S49,"Seton-Thompson, Grace Gallatin.",s,1907,    ,1907,Hunting;United States;Description and travel;Outdoor life;West (U.S.),NotFiction,Nimrod's wife
nyp.33433082508015,006558913,SK33.S6,"Singer, Daniel Jasper,",s,1914,    ,1914,Hunting;Game and game-birds,NotFiction,Big game fields of America
uc1.b3507010,006665533,T860.G1P49,<blank>,s,1904,    ,1904,"(1904 :;Saint Louis, Mo.);Louisiana Purchase Exposition",NotFiction,"Report of the Philippine Exposition Board to the Louisiana Purchase Exposition and official list of awards granted by the Philippine International Jury at the Philippine Government Exposition World's Fair, St. Louis, Mo"
nyp.33433082437157,006665533,T860.G1P49,<blank>,s,1904,    ,1904,"(1904 :;Saint Louis, Mo.);Louisiana Purchase Exposition",NotFiction,"Report of the Philippine Exposition Board to the Louisiana Purchase Exposition and official list of awards granted by the Philippine International Jury at the Philippine Government Exposition World's Fair, St. Louis, Mo"
uc1.b3667202,006698862,QB755.W34,"Ward, Henry A.",s,1900,    ,1900,Meteorites,NotFiction;Catalog,The Ward=Coonley collection of meteorites
uc1.b3829265,006728465,ML410.R66,"Ronald, Landon,",s,1922,    ,1922,Biography;IsBiographical;Musicians,NotFiction,Variations on a personal theme
uc1.b3899211,006746243,CS2327.G7P5,"Phillimore, W. P. W.",s,1905,    ,1905,"Names, Personal;English",NotFiction,An index to changes of name;
wu.89077935856,006772102,<blank>,<blank>,s,1921,    ,1921,African Methodist Episcopal Church;Conferences;Philadelphia,NotFiction,Journal of proceedings of the one hundred and fifth session of the Philadelphia annual conference
inu.30000011856006,006793686,<blank>,"Enenkel, Arthur,",s,1913,    ,1913,Italian language;Dictionaries;Italian;English language;English,NotFiction,A new dictionary of the English and Italian languages
wu.89052502457,006825883,<blank>,"Ideta, Arata.",m,1909,1911,1909-1911,Plant diseases;Japan,Bibliographies;NotFiction,Handbuch der pflanzenkrankheiten Japans =
coo.31924000628606,006826335,QK452.B97,"Butler, C.",r,1909,1908,1909,Plants;Nomenclature,NotFiction,Pronunciation of plant names
wu.89095941092,006847673,HD5325.R165,<blank>,s,1913,    ,1913,"Employees;United States;Eastern railroads arbitration, 1912-1913;Railroads;Arbitration, Industrial",NotFiction,Proceedings
wu.89054415989,006847692,HD5325.R16b,<blank>,s,1913,    ,1913,"Locomotive engineers;Salaries, etc;Eastern railroads arbitration, 1913;Arbitration, Industrial;Eastern railroads arbitration;Railroads;Employees;(1912-1913);United States;Locomotive firemen",NotFiction,"Arbitration between the Eastern railroads and the Brotherhood of Locomotive Firemen and Enginemen submitted to arbitration, under the Erdman act, by agreement dated Feb. 18, 1913, at Waldorf Astoria Hotel, New York, March 10-[April 5] 1913"
wu.89054416086,006847692,HD5325.R16b,<blank>,s,1913,    ,1913,"Locomotive engineers;Salaries, etc;Eastern railroads arbitration, 1913;Arbitration, Industrial;Eastern railroads arbitration;Railroads;Employees;(1912-1913);United States;Locomotive firemen",NotFiction,"Arbitration between the Eastern railroads and the Brotherhood of Locomotive Firemen and Enginemen submitted to arbitration, under the Erdman act, by agreement dated Feb. 18, 1913, at Waldorf Astoria Hotel, New York, March 10-[April 5] 1913"
njp.32101064529611,006847692,HD5325.R16b,<blank>,s,1913,    ,1913,"Locomotive engineers;Salaries, etc;Eastern railroads arbitration, 1913;Arbitration, Industrial;Eastern railroads arbitration;Railroads;Employees;(1912-1913);United States;Locomotive firemen",NotFiction,"Arbitration between the Eastern railroads and the Brotherhood of Locomotive Firemen and Enginemen submitted to arbitration, under the Erdman act, by agreement dated Feb. 18, 1913, at Waldorf Astoria Hotel, New York, March 10-[April 5] 1913"
inu.32000002756171,006948682,<blank>,"James, William.",s,1907,    ,1907,<blank>,NotFiction;Dictionary,Dictionary of the English and German languages
pst.000004355656,007031777,<blank>,"Goethe, Johann Wolfgang von,",s,1902,    ,1902,"Goethe, Johann Wolfgang von;1749-1832",NotFiction,Truth and fiction relating to my life
wu.89097442008,007287892,RS51.H6,"Hoffmann, Fr.",s,1901,    ,1901,<blank>,Bibliographies;NotFiction,Popular German names of domestic drugs and medicines
wu.89012793832,007288048,PQ2005.M4E7,"Marmontel, Jean-François,",s,1904,    ,1904,History;IsBiographical;France;Sources;18th century;Court and courtiers,NotFiction;Autobiography,Memoirs of Marmontel
wu.89101441947,007466662,Z697.C6,"Ebersol, Charles Enphalet,",s,1907,    ,1907,"Classification, Decimal;Clippings (Books, newspapers, etc.)",NotFiction,Clippings
njp.32101063891111,007659334,Z56.G74R 1909,"Graham, Andrew Jackson,",s,1909,    ,1909,Shorthand,NotFiction,"The reporter's list of word-signs, contractions and phrase-signs"
nyp.33433069257198,007667778,PE1591.O8,"Ordway, Edith B.",s,1913,    ,1913,Synonyms and antonyms;English language,NotFiction,Synonyms and antonyms;
wu.89072692171,007669397,QP37.P4,"Peterson, Antoinette Rotan,",s,1922,    ,1922,Children;Health and hygiene,NotFiction;Juvenile audience,Everychild's book
nyp.33433034381008,007671727,Z56.S59,"Siever, Philip Henry,",s,1907,    ,1907,Shorthand;Siever,NotFiction,Siever's American shorthand;
uc1.$b554436,007675293,G105.U5 1916,<blank>,s,1916,    ,1916,"Names, Geographical",NotFiction,Fourth report of the United States Geographic Board
umn.31951001547048j,007695691,PE1625.C4 1904,<blank>,s,1904,    ,1904,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Encyclopedia;Dictionary,The Century dictionary and cyclopedia;
umn.31951001547053q,007695691,PE1625.C4 1904,<blank>,s,1904,    ,1904,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Encyclopedia;Dictionary,The Century dictionary and cyclopedia;
coo.31924014564581,007701603,<blank>,"Muret, Eduard,",m,1900,1905,1900-1905,German;Dictionaries;English;English language;German language,NotFiction;Dictionary,Muret-Sanders Enzyklopädisches englisch-deutsches und deutsch-englisches Wörterbuch
coo.31924052152448,007701603,<blank>,"Muret, Eduard,",m,1900,1905,1900-1905,German;Dictionaries;English;English language;German language,NotFiction;Dictionary,Muret-Sanders Enzyklopädisches englisch-deutsches und deutsch-englisches Wörterbuch
ien.35556009767476,007703220,<blank>,"Saint-Simon, Louis de Rouvroy,",s,1902,    ,1902,"History;France;Louis XIV, 1643-1715;Regency, 1715-1723",NotFiction,"Memoirs of the Duc de Saint-Simon on the times of Louis XIV, and the regency"
nyp.33433082394093,007703843,D352.8.U7A3,"Ungern-Sternberg, Maria Stella Petronilla Chiappini,",s,1914,    ,1914,<blank>,NotFiction,The memoirs of Maria Stella (Lady Newborough)
ien.35558005351453,007704473,R707.D7,"Warren, Samuel,",s,1905,    ,1905,"Biography;Physicians;1807-1877;IsBiographical;Warren, Samuel",NotFiction,The diary of a late physician;
nyp.33433066594007,007903741,SK35.W62,"William,",s,1912,    ,1912,Hunting;Crown Prince of Germany;William;1882-1951,NotFiction,From my hunting day-book
uc1.b3106335,007905517,TC781.C1P32,<blank>,s,1915,    ,1915,"San Francisco, Calif.);(1915 :;Panama-Pacific International Exposition",NotFiction,The Panama-Pacific international exposition
uc1.b3099974,007908190,<blank>,"Mcneill, Bedford.",s,1908,    ,1908,<blank>,NotFiction,McNeill̕s code. (1908 edition)
umn.319510020042841,007958885,HG181.A4 1913e,<blank>,s,1913,    ,1913,Credit;United States;Banks and banking;New York Stock Exchange;Clearinghouses (Banking),NotFiction,Money trust investigation
wu.89016891574,007963066,<blank>,"Kontopoulos, Nikolaos,",m,1903,1904,1903-1904,"Greek language, Modern;Dictionaries",NotFiction;Dictionary,Greek-English lexicon with explantions of the more difficult pronunciation of the English words in order to facilitate the Greek learner
uc1.$b751854,008223345,<blank>,"Asquith, Margot,",s,1920,    ,1920,IsBiographical,NotFiction;Autobiography,"Margot Asquith, an autobiography"
nyp.33433081573473,008230944,<blank>,<blank>,s,1922,    ,1922,"Registers;California;World War, 1914-1918",NotFiction,Report of the selective service administration of California
uc1.$b731117,008297122,<blank>,"Michaelis, H.",s,1920,    ,1920,Portuguese language;Dictionaries;English;English language;Portuguese,NotFiction,Novo diccionario da lingua portugueza e ingleza
uc1.$b731118,008297122,<blank>,"Michaelis, H.",s,1920,    ,1920,Portuguese language;Dictionaries;English;English language;Portuguese,NotFiction,Novo diccionario da lingua portugueza e ingleza
wu.89031213358,008364509,<blank>,"Zimmer, George Frederick,",s,1912,    ,1912,Dictionaries;Botany,NotFiction;Dictionary,A popular dictionary of botanical names and terms
umn.319510021804268,008375933,PE1625.A5 1899a,<blank>,s,1900,    ,1900,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Dictionary,The American dictionary and cyclopedia
umn.319510021804276,008375933,PE1625.A5 1899a,<blank>,s,1900,    ,1900,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Dictionary,The American dictionary and cyclopedia
umn.319510021804284,008375933,PE1625.A5 1899a,<blank>,s,1900,    ,1900,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Dictionary,The American dictionary and cyclopedia
umn.319510021804292,008375933,PE1625.A5 1899a,<blank>,s,1900,    ,1900,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Dictionary,The American dictionary and cyclopedia
umn.31951002180430h,008375933,PE1625.A5 1899a,<blank>,s,1900,    ,1900,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Dictionary,The American dictionary and cyclopedia
umn.31951002180431f,008375933,PE1625.A5 1899a,<blank>,s,1900,    ,1900,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Dictionary,The American dictionary and cyclopedia
umn.31951002180432d,008375933,PE1625.A5 1899a,<blank>,s,1900,    ,1900,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Dictionary,The American dictionary and cyclopedia
umn.319510021804349,008375933,PE1625.A5 1899a,<blank>,s,1900,    ,1900,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Dictionary,The American dictionary and cyclopedia
umn.319510021811736,008376258,PB1591.M25 1866,"M'Alpine, Neil.",s,1903,    ,1903,Scottish Gaelic language;Gaelic;Dictionaries;English;English language;Grammar,NotFiction;Dictionary,A pronouncing Gaelic dictionary: to which is prefixed a concise but most comprehensive Gaelic grammar;
umn.319510021805175,008376532,PC2640.S57,"Smith, Leon.",s,1908,    ,1908,French;Dictionaries;English;English language;French language,NotFiction;Dictionary,The international English and French dictionary
umn.319510021805167,008377540,PC2640.S57 1911,"Smith, Leon.",s,1902,    ,1902,French;Dictionaries;English;English language;French language,NotFiction;Dictionary,The international English and French dictionary
pst.000057662299,008389263,<blank>,"Sage, Charles H.",s,1908,    ,1908,"Sage, Charles H",NotFiction,Autobiography of Rev. Charles H. Sage
nnc1.0037122541,008398890,<blank>,"Morrison, Adele Sarpy,",s,1911,    ,1911,"IsBiographical;Morrison, Adele Sarpy;d. 1925",NotFiction;Autobiography,Memoirs of Adele Sarpy Morrison
nnc1.0064704440,008400851,Z8025.5.W16,"Ward, Annette P.",s,1907,    ,1907,"Aldrich, Thomas Bailey;1836-1907;Bibliography",NotFiction,Annotated list of the works of Thomas Bailey Aldrich
nnc1.50088113,008407191,<blank>,<blank>,s,1908,    ,1908,"Hymns, English;Liturgy;Hymns;Moravian Church;Texts;Moravian Church in America",NotFiction,"The liturgy and the offices of worship and hymns of the American Province of the Unitas Fratrum, or the Moravian Church"
nnc1.ar52503780,008411413,<blank>,<blank>,s,1913,    ,1913,"Painting, American",NotFiction,Illustrated catalogue of the collection of American paintings formed by the widely known amateur William T. Evans
nnc1.ar62882988,008412019,<blank>,<blank>,s,1920,    ,1920,"Catalogs;Painting;Emmons, Arthur B",NotFiction;Catalog,Illustrated catalogue of highly important old and modern paintings of sterling artistic distinction belonging to Arthur B. Emmons [and others]
nnc1.cr60000872,008414704,BS551.C7 1905,"Cragin, Laura Ella.",s,1905,    ,1905,<blank>,NotFiction,Kindergarten Bible stories;
nnc1.cr61089958,008417472,BM107.A5,"Altman, Addie Richman,",s,1915,    ,1915,"Bible stories, English;Old Testament",NotFiction,The Jewish child's Bible stories told in simple language
nnc1.cr61118214,008417555,<blank>,"Smith, Gertrude,",s,1914,    ,1914,"Bible stories, English;Juvenile literature",NotFiction;Juvenile audience,Bed-time Bible stories for little children
nnc1.cu04858310,008420111,<blank>,<blank>,s,1914,    ,1914,Copper mines and mining;Michigan,NotFiction,Conditions in the copper mines of Michigan;
nnc1.cu09365770,008421188,<blank>,<blank>,m,1919,1920,1919-1920,"United States;Finance;World War, 1914-1918;War Department",NotFiction,War expenditures;
nnc1.cu09365800,008421189,<blank>,<blank>,m,1919,1921,1919-1921,"United States;Finance;World War, 1914-1918;War Department",NotFiction,War expenditures;
nnc1.cu09374310,008421189,<blank>,<blank>,m,1919,1921,1919-1921,"United States;Finance;World War, 1914-1918;War Department",NotFiction,War expenditures;
